# t   analytical   numerical_linear   numerical_nonlinear   error_linear   error_nonlinear   energy_nonlinear
5.5200000000e+00  -9.4520751923e-03  -9.4520751931e-03  -1.1122624736e-02  7.5944285582e-13  1.6705495432e-03  1.6610761727e-02
5.5300000000e+00  -7.6553806069e-03  -7.6553806077e-03  -9.3337530958e-03  7.5049948894e-13  1.6783724888e-03  1.6418758020e-02
5.5400000000e+00  -5.8619470816e-03  -5.8619470823e-03  -7.5464544342e-03  7.4084575280e-13  1.6845073526e-03  1.6227091799e-02
5.5500000000e+00  -4.0735090559e-03  -4.0735090567e-03  -5.7624672259e-03  7.3049465782e-13  1.6889581700e-03  1.6036135090e-02
5.5600000000e+00  -2.2917857085e-03  -2.2917857092e-03  -3.9835163314e-03  7.1965740658e-13  1.6917306229e-03  1.5846254939e-02
5.5700000000e+00  -5.1847936695e-04  -5.1847936766e-04  -2.2113113854e-03  7.0794173475e-13  1.6928320185e-03  1.5657812028e-02
5.5800000000e+00  1.2447260563e-03  1.2447260556e-03  -4.4754521069e-04  6.9556253118e-13  1.6922712670e-03  1.5471159330e-02
5.5900000000e+00  2.9961666005e-03  2.9961665998e-03  1.3061077428e-03  6.8253779364e-13  1.6900588577e-03  1.5286640810e-02
5.6000000000e+00  4.7341997647e-03  4.7341997640e-03  3.0479929310e-03  6.6907503843e-13  1.6862068337e-03  1.5104590177e-02
5.6100000000e+00  6.4572059854e-03  6.4572059848e-03  4.7764772196e-03  6.5479306005e-13  1.6807287658e-03  1.4925329691e-02
5.6200000000e+00  8.1635900839e-03  8.1635900832e-03  6.4899503589e-03  6.3990999999e-13  1.6736397250e-03  1.4749169029e-02
5.6300000000e+00  9.8517826796e-03  9.8517826790e-03  8.1868264257e-03  6.2443800131e-13  1.6649562539e-03  1.4576404215e-02
5.6400000000e+00  1.1520241571e-02  1.1520241571e-02  9.8655452337e-03  6.0839354388e-13  1.6546963376e-03  1.4407316614e-02
5.6500000000e+00  1.3167453082e-02  1.3167453082e-02  1.1524573709e-02  5.9199173341e-13  1.6428793729e-03  1.4242171994e-02
5.6600000000e+00  1.4791933371e-02  1.4791933370e-02  1.3162407233e-02  5.7485960436e-13  1.6295261379e-03  1.4081219668e-02
5.6700000000e+00  1.6392229701e-02  1.6392229701e-02  1.4777570942e-02  5.5721052772e-13  1.6146587591e-03  1.3924691702e-02
5.6800000000e+00  1.7966921681e-02  1.7966921681e-02  1.6368621001e-02  5.3905838127e-13  1.5983006800e-03  1.3772802203e-02
5.6900000000e+00  1.9514622454e-02  1.9514622454e-02  1.7934145828e-02  5.2042745113e-13  1.5804766266e-03  1.3625746686e-02
5.7000000000e+00  2.1033979858e-02  2.1033979858e-02  1.9472767284e-02  5.0134202345e-13  1.5612125748e-03  1.3483701524e-02
5.7100000000e+00  2.2523677539e-02  2.2523677538e-02  2.0983141824e-02  4.8181250656e-13  1.5405357151e-03  1.3346823470e-02
5.7200000000e+00  2.3982436022e-02  2.3982436021e-02  2.2463961604e-02  4.6185277824e-13  1.5184744181e-03  1.3215249277e-02
5.7300000000e+00  2.5409013746e-02  2.5409013746e-02  2.3913955547e-02  4.4166753588e-13  1.4950581995e-03  1.3089095386e-02
5.7400000000e+00  2.6802208050e-02  2.6802208050e-02  2.5331890367e-02  4.2094452923e-13  1.4703176835e-03  1.2968457702e-02
5.7500000000e+00  2.8160856114e-02  2.8160856114e-02  2.6716571546e-02  3.9985376121e-13  1.4442845677e-03  1.2853411458e-02
5.7600000000e+00  2.9483835860e-02  2.9483835859e-02  2.8066844274e-02  3.7843686518e-13  1.4169915858e-03  1.2744011156e-02
5.7700000000e+00  3.0770066805e-02  3.0770066805e-02  2.9381594334e-02  3.5686037458e-13  1.3884724711e-03  1.2640290589e-02
5.7800000000e+00  3.2018510871e-02  3.2018510871e-02  3.0659748952e-02  3.3483632533e-13  1.3587619192e-03  1.2542262946e-02
5.7900000000e+00  3.3228173142e-02  3.3228173142e-02  3.1900277592e-02  3.1253472033e-13  1.3278955507e-03  1.2449920999e-02
5.8000000000e+00  3.4398102585e-02  3.4398102585e-02  3.3102192712e-02  2.8996943735e-13  1.2959098731e-03  1.2363237360e-02
5.8100000000e+00  3.5527392711e-02  3.5527392710e-02  3.4264550468e-02  2.6734864322e-13  1.2628422430e-03  1.2282164821e-02
5.8200000000e+00  3.6615182199e-02  3.6615182198e-02  3.5386451371e-02  2.4437396551e-13  1.2287308278e-03  1.2206636762e-02
5.8300000000e+00  3.7660655468e-02  3.7660655468e-02  3.6467040901e-02  2.2122581544e-13  1.1936145666e-03  1.2136567633e-02
5.8400000000e+00  3.8663043201e-02  3.8663043201e-02  3.7505510069e-02  1.9791113193e-13  1.1575331320e-03  1.2071853505e-02
5.8500000000e+00  3.9621622818e-02  3.9621622818e-02  3.8501095928e-02  1.7458950952e-13  1.1205268904e-03  1.2012372680e-02
5.8600000000e+00  4.0535718907e-02  4.0535718907e-02  3.9453082044e-02  1.5103890361e-13  1.0826368629e-03  1.1957986371e-02
5.8700000000e+00  4.1404703600e-02  4.1404703600e-02  4.0360798915e-02  1.2741196986e-13  1.0439046852e-03  1.1908539435e-02
5.8800000000e+00  4.2227996901e-02  4.2227996901e-02  4.1223624333e-02  1.0370176939e-13  1.0043725680e-03  1.1863861163e-02
5.8900000000e+00  4.3005066973e-02  4.3005066973e-02  4.2040983716e-02  7.9984630030e-14  9.6408325690e-04  1.1823766122e-02
5.9000000000e+00  4.3735430363e-02  4.3735430363e-02  4.2812350372e-02  5.6309124030e-14  9.2307999125e-04  1.1788055039e-02
5.9100000000e+00  4.4418652188e-02  4.4418652188e-02  4.3537245724e-02  3.2571167985e-14  8.8140646401e-04  1.1756515741e-02
5.9200000000e+00  4.5054346273e-02  4.5054346273e-02  4.4215239493e-02  8.8540286214e-15  8.3910678041e-04  1.1728924115e-02
5.9300000000e+00  4.5642175232e-02  4.5642175232e-02  4.4845949815e-02  1.4793721803e-14  7.9622541671e-04  1.1705045123e-02
5.9400000000e+00  4.6181850508e-02  4.6181850508e-02  4.5429043330e-02  3.8302694350e-14  7.5280717865e-04  1.1684633831e-02
5.9500000000e+00  4.6673132367e-02  4.6673132367e-02  4.5964235207e-02  6.1783911320e-14  7.0889715963e-04  1.1667436476e-02
5.9600000000e+00  4.7115829833e-02  4.7115829833e-02  4.6451289135e-02  8.5147167095e-14  6.6454069866e-04  1.1653191549e-02
5.9700000000e+00  4.7509800591e-02  4.7509800591e-02  4.6890017253e-02  1.0835776720e-13  6.1978333810e-04  1.1641630892e-02
5.9800000000e+00  4.7854950827e-02  4.7854950827e-02  4.7280280046e-02  1.3140183386e-13  5.7467078113e-04  1.1632480818e-02
5.9900000000e+00  4.8151235038e-02  4.8151235038e-02  4.7621986189e-02  1.5424467259e-13  5.2924884911e-04  1.1625463230e-02
6.0000000000e+00  4.8398655780e-02  4.8398655780e-02  4.7915092341e-02  1.7687240561e-13  4.8356343866e-04  1.1620296744e-02
6.0100000000e+00  4.8597263383e-02  4.8597263384e-02  4.8159602905e-02  1.9922258288e-13  4.3766047867e-04  1.1616697819e-02
6.0200000000e+00  4.8747155615e-02  4.8747155616e-02  4.8355569728e-02  2.2139928779e-13  3.9158588716e-04  1.1614381877e-02
6.0300000000e+00  4.8848477301e-02  4.8848477301e-02  4.8503091773e-02  2.4327068138e-13  3.4538552799e-04  1.1613064408e-02
6.0400000000e+00  4.8901419900e-02  4.8901419900e-02  4.8602314732e-02  2.6482288584e-13  2.9910516763e-04  1.1612462075e-02
6.0500000000e+00  4.8906221041e-02  4.8906221041e-02  4.8653430609e-02  2.8608365676e-13  2.5279043175e-04  1.1612293787e-02
6.0600000000e+00  4.8863164012e-02  4.8863164012e-02  4.8656677250e-02  3.0699748299e-13  2.0648676196e-04  1.1612281761e-02
6.0700000000e+00  4.8772577212e-02  4.8772577212e-02  4.8612337839e-02  3.2755048673e-13  1.6023937249e-04  1.1612152553e-02
6.0800000000e+00  4.8634833558e-02  4.8634833558e-02  4.8520740351e-02  3.4772879021e-13  1.1409320707e-04  1.1611638065e-02
6.0900000000e+00  4.8450349854e-02  4.8450349855e-02  4.8382256958e-02  3.6753239341e-13  6.8092895922e-05  1.1610476508e-02
6.1000000000e+00  4.8219586124e-02  4.8219586125e-02  4.8197303411e-02  3.8692660187e-13  2.2282712893e-05  1.1608413344e-02
6.1100000000e+00  4.7943044899e-02  4.7943044900e-02  4.7966338366e-02  4.0589059891e-13  2.3293467052e-05  1.1605202179e-02
6.1200000000e+00  4.7621270475e-02  4.7621270475e-02  4.7689862685e-02  4.2436887338e-13  6.8592210094e-05  1.1600605615e-02
6.1300000000e+00  4.7254848127e-02  4.7254848127e-02  4.7368418692e-02  4.4241693642e-13  1.1357056544e-04  1.1594396057e-02
6.1400000000e+00  4.6844403297e-02  4.6844403297e-02  4.7002589403e-02  4.6000703247e-13  1.5818610679e-04  1.1586356477e-02
6.1500000000e+00  4.6390600735e-02  4.6390600736e-02  4.6592997708e-02  4.7706977258e-13  2.0239697326e-04  1.1576281121e-02
6.1600000000e+00  4.5894143622e-02  4.5894143622e-02  4.6140305532e-02  4.9360515675e-13  2.4616190984e-04  1.1563976168e-02
6.1700000000e+00  4.5355772644e-02  4.5355772645e-02  4.5645212951e-02  5.0964094056e-13  2.8944030718e-04  1.1549260332e-02
6.1800000000e+00  4.4776265050e-02  4.4776265050e-02  4.5108457290e-02  5.2507997950e-13  3.3219224071e-04  1.1531965412e-02
6.1900000000e+00  4.4156433668e-02  4.4156433669e-02  4.4530812177e-02  5.4006105144e-13  3.7437850901e-04  1.1511936781e-02
6.2000000000e+00  4.3497125902e-02  4.3497125902e-02  4.3913086573e-02  5.5441068403e-13  4.1596067145e-04  1.1489033820e-02
6.2100000000e+00  4.2799222692e-02  4.2799222693e-02  4.3256123777e-02  5.6819132732e-13  4.5690108483e-04  1.1463130283e-02
6.2200000000e+00  4.2063637456e-02  4.2063637456e-02  4.2560800395e-02  5.8136828684e-13  4.9716293925e-04  1.1434114620e-02
6.2300000000e+00  4.1291314997e-02  4.1291314998e-02  4.1828025290e-02  5.9401789043e-13  5.3671029284e-04  1.1401890219e-02
6.2400000000e+00  4.0483230399e-02  4.0483230399e-02  4.1058738504e-02  6.0596666573e-13  5.7550810560e-04  1.1366375598e-02
6.2500000000e+00  3.9640387883e-02  3.9640387884e-02  4.0253910155e-02  6.1730481837e-13  6.1352227198e-04  1.1327504536e-02
6.2600000000e+00  3.8763819659e-02  3.8763819660e-02  3.9414539312e-02  6.2800459277e-13  6.5071965244e-04  1.1285226139e-02
6.2700000000e+00  3.7854584745e-02  3.7854584745e-02  3.8541652848e-02  6.3816313345e-13  6.8706810368e-04  1.1239504850e-02
6.2800000000e+00  3.6913767768e-02  3.6913767769e-02  3.7636304276e-02  6.4756533469e-13  7.2253650774e-04  1.1190320391e-02
6.2900000000e+00  3.5942477759e-02  3.5942477759e-02  3.6699572558e-02  6.5632221879e-13  7.5709479964e-04  1.1137667658e-02
6.3000000000e+00  3.4941846911e-02  3.4941846912e-02  3.5732560905e-02  6.6438521351e-13  7.9071399381e-04  1.1081556548e-02
6.3100000000e+00  3.3913029344e-02  3.3913029344e-02  3.4736395553e-02  6.7179595220e-13  8.2336620904e-04  1.1022011739e-02
6.3200000000e+00  3.2857199836e-02  3.2857199837e-02  3.3712224529e-02  6.7850586261e-13  8.5502469204e-04  1.0959072401e-02
6.3300000000e+00  3.1775552559e-02  3.1775552560e-02  3.2661216398e-02  6.8456351698e-13  8.8566383953e-04  1.0892791871e-02
6.3400000000e+00  3.0669299786e-02  3.0669299787e-02  3.1584559005e-02  6.8992381252e-13  9.1525921881e-04  1.0823237265e-02
6.3500000000e+00  2.9539670606e-02  2.9539670607e-02  3.0483458193e-02  6.9471511877e-13  9.4378758687e-04  1.0750489044e-02
6.3600000000e+00  2.8387909615e-02  2.8387909616e-02  2.9359136523e-02  6.9869457442e-13  9.7122690793e-04  1.0674640536e-02
6.3700000000e+00  2.7215275609e-02  2.7215275610e-02  2.8212831978e-02  7.0198014068e-13  9.9755636942e-04  1.0595797408e-02
6.3800000000e+00  2.6023040267e-02  2.6023040267e-02  2.7045796663e-02  7.0456834811e-13  1.0227563964e-03  1.0514077102e-02
6.3900000000e+00  2.4812486830e-02  2.4812486831e-02  2.5859295495e-02  7.0660491347e-13  1.0468086644e-03  1.0429608228e-02
6.4000000000e+00  2.3584908779e-02  2.3584908780e-02  2.4654604890e-02  7.0780534212e-13  1.0696961106e-03  1.0342529921e-02
6.4100000000e+00  2.2341608506e-02  2.2341608507e-02  2.3433011450e-02  7.0831882026e-13  1.0914029439e-03  1.0252991168e-02
6.4200000000e+00  2.1083895989e-02  2.1083895990e-02  2.2195810641e-02  7.0813493958e-13  1.1119146522e-03  1.0161150099e-02
6.4300000000e+00  1.9813087463e-02  1.9813087463e-02  2.0944305473e-02  7.0726063894e-13  1.1312180099e-03  1.0067173255e-02
6.4400000000e+00  1.8530504098e-02  1.8530504098e-02  1.9679805180e-02  7.0583816569e-13  1.1493010822e-03  9.9712348346e-03
6.4500000000e+00  1.7237470676e-02  1.7237470676e-02  1.8403623904e-02  7.0360037241e-13  1.1661532286e-03  9.8735159081e-03
6.4600000000e+00  1.5935314274e-02  1.5935314275e-02  1.7117079379e-02  7.0067215918e-13  1.1817651051e-03  9.7742036283e-03
6.4700000000e+00  1.4625362954e-02  1.4625362954e-02  1.5821491618e-02  6.9707434269e-13  1.1961286644e-03  9.6734904180e-03
6.4800000000e+00  1.3308944454e-02  1.3308944455e-02  1.4518181609e-02  6.9295090499e-13  1.2092371544e-03  9.5715731497e-03
6.4900000000e+00  1.1987384897e-02  1.1987384898e-02  1.3208470013e-02  6.8802255559e-13  1.2210851164e-03  9.4686523169e-03
6.5000000000e+00  1.0662007499e-02  1.0662007499e-02  1.1893675879e-02  6.8242807238e-13  1.2316683804e-03  9.3649312020e-03
6.5100000000e+00  9.3341312944e-03  9.3341312951e-03  1.0575115355e-02  6.7619174149e-13  1.2409840602e-03  9.2606150421e-03
6.5200000000e+00  8.0050698723e-03  8.0050698730e-03  9.2541004185e-03  6.6945927968e-13  1.2490305462e-03  9.1559101981e-03
6.5300000000e+00  6.6761301218e-03  6.6761301225e-03  7.9319376196e-03  6.6194879439e-13  1.2558074978e-03  9.0510233287e-03
6.5400000000e+00  5.3486109955e-03  5.3486109961e-03  6.6099268290e-03  6.5381207393e-13  1.2613158335e-03  8.9461605735e-03
6.5500000000e+00  4.0238022860e-03  4.0238022866e-03  5.2893600069e-03  6.4506386344e-13  1.2655577209e-03  8.8415267477e-03
6.5600000000e+00  2.7029834199e-03  2.7029834205e-03  3.9715199841e-03  6.3586158908e-13  1.2685365642e-03  8.7373245514e-03
6.5700000000e+00  1.3874222681e-03  1.3874222688e-03  2.6576792597e-03  6.2591880463e-13  1.2702569916e-03  8.6337537971e-03
6.5800000000e+00  7.8373975190e-05  7.8373975805e-05  1.3490988163e-03  6.1539246192e-13  1.2707248411e-03  8.5310106570e-03
6.5900000000e+00  -1.2229201922e-03  -1.2229201916e-03  4.7026953095e-05  6.0429721123e-13  1.2699471453e-03  8.4292869346e-03
6.6000000000e+00  -2.5152339761e-03  -2.5152339755e-03  -1.2473018610e-03  5.9264702520e-13  1.2679321151e-03  8.3287693607e-03
6.6100000000e+00  -3.7973572366e-03  -3.7973572360e-03  -2.5326681141e-03  5.8045322021e-13  1.2646891225e-03  8.2296389186e-03
6.6200000000e+00  -5.0680970391e-03  -5.0680970385e-03  -3.8078683569e-03  5.6772989088e-13  1.2602286822e-03  8.1320701998e-03
6.6300000000e+00  -6.3262787181e-03  -6.3262787175e-03  -5.0717162853e-03  5.5449221603e-13  1.2545624328e-03  8.0362307917e-03
6.6400000000e+00  -7.5707469165e-03  -7.5707469159e-03  -6.3230438000e-03  5.4089545343e-13  1.2477031165e-03  7.9422807008e-03
6.6500000000e+00  -8.8003666002e-03  -8.8003665997e-03  -7.5607020416e-03  5.2666725148e-13  1.2396645586e-03  7.8503718118e-03
6.6600000000e+00  -1.0014024046e-02  -1.0014024046e-02  -8.7835624010e-03  5.1196893947e-13  1.2304616455e-03  7.7606473852e-03
6.6700000000e+00  -1.1210627806e-02  -1.1210627805e-02  -9.9905175032e-03  4.9681786463e-13  1.2201103026e-03  7.6732415947e-03
6.6800000000e+00  -1.2389109636e-02  -1.2389109635e-02  -1.1180482165e-02  4.8122270058e-13  1.2086274711e-03  7.5882791051e-03
6.6900000000e+00  -1.3548425408e-02  -1.3548425407e-02  -1.2352394323e-02  4.6534651132e-13  1.1960310843e-03  7.5058746932e-03
6.7000000000e+00  -1.4687555982e-02  -1.4687555982e-02  -1.3505215939e-02  4.4893255779e-13  1.1823400430e-03  7.4261329113e-03
6.7100000000e+00  -1.5805508058e-02  -1.5805508057e-02  -1.4637933867e-02  4.3212308731e-13  1.1675741908e-03  7.3491477948e-03
6.7200000000e+00  -1.6901314987e-02  -1.6901314986e-02  -1.5749560698e-02  4.1494585545e-13  1.1517542883e-03  7.2750026142e-03
6.7300000000e+00  -1.7974037562e-02  -1.7974037561e-02  -1.6839135575e-02  3.9755004844e-13  1.1349019868e-03  7.2037696728e-03
6.7400000000e+00  -1.9022764770e-02  -1.9022764770e-02  -1.7905724968e-02  3.7969280497e-13  1.1170398019e-03  7.1355101488e-03
6.7500000000e+00  -2.0046614515e-02  -2.0046614515e-02  -1.8948423429e-02  3.6151290295e-13  1.0981910863e-03  7.0702739830e-03
6.7600000000e+00  -2.1044734308e-02  -2.1044734308e-02  -1.9966354306e-02  3.4304503682e-13  1.0783800020e-03  7.0080998124e-03
6.7700000000e+00  -2.2016301921e-02  -2.2016301921e-02  -2.0958670429e-02  3.2440716780e-13  1.0576314924e-03  6.9490149475e-03
6.7800000000e+00  -2.2960526015e-02  -2.2960526015e-02  -2.1924554762e-02  3.0539112905e-13  1.0359712537e-03  6.8930353954e-03
6.7900000000e+00  -2.3876646724e-02  -2.3876646724e-02  -2.2863221018e-02  2.8613569847e-13  1.0134257062e-03  6.8401659258e-03
6.8000000000e+00  -2.4763936213e-02  -2.4763936213e-02  -2.3773914249e-02  2.6666516217e-13  9.9002196480e-04  6.7904001802e-03
6.8100000000e+00  -2.5621699198e-02  -2.5621699198e-02  -2.4655911388e-02  2.4709748137e-13  9.6578780975e-04  6.7437208241e-03
6.8200000000e+00  -2.6449273430e-02  -2.6449273429e-02  -2.5508521773e-02  2.2725571425e-13  9.4075165634e-04  6.7000997391e-03
6.8300000000e+00  -2.7246030145e-02  -2.7246030144e-02  -2.6331087620e-02  2.0724047478e-13  9.1494252492e-04  6.6594982552e-03
6.8400000000e+00  -2.8011374480e-02  -2.8011374480e-02  -2.7122984470e-02  1.8708645744e-13  8.8839001023e-04  6.6218674220e-03
6.8500000000e+00  -2.8744745852e-02  -2.8744745852e-02  -2.7883621602e-02  1.6689774562e-13  8.6112425066e-04  6.5871483160e-03
6.8600000000e+00  -2.9445618300e-02  -2.9445618300e-02  -2.8612442403e-02  1.4653556146e-13  8.3317589708e-04  6.5552723835e-03
6.8700000000e+00  -3.0113500792e-02  -3.0113500792e-02  -2.9308924710e-02  1.2607970223e-13  8.0457608160e-04  6.5261618171e-03
6.8800000000e+00  -3.0747937497e-02  -3.0747937497e-02  -2.9972581111e-02  1.0557180130e-13  7.7535638590e-04  6.4997299637e-03
6.8900000000e+00  -3.1348508021e-02  -3.1348508021e-02  -3.0602959212e-02  8.5015328111e-14  7.4554880956e-04  6.4758817617e-03
6.9000000000e+00  -3.1914827605e-02  -3.1914827605e-02  -3.1199641867e-02  6.4455385473e-14  7.1518573798e-04  6.4545142065e-03
6.9100000000e+00  -3.2446547289e-02  -3.2446547289e-02  -3.1762247379e-02  4.3964831775e-14  6.8429991028e-04  6.4355168412e-03
6.9200000000e+00  -3.2943354037e-02  -3.2943354037e-02  -3.2290429650e-02  2.3425705820e-14  6.5292438694e-04  6.4187722699e-03
6.9300000000e+00  -3.3404970832e-02  -3.3404970832e-02  -3.2783878315e-02  2.9212743335e-15  6.2109251730e-04  6.4041566926e-03
6.9400000000e+00  -3.3831156727e-02  -3.3831156727e-02  -3.3242318820e-02  1.7520707107e-14  5.8883790700e-04  6.3915404588e-03
6.9500000000e+00  -3.4221706870e-02  -3.4221706870e-02  -3.3665512485e-02  3.7879421821e-14  5.5619438517e-04  6.3807886363e-03
6.9600000000e+00  -3.4576452483e-02  -3.4576452483e-02  -3.4053256511e-02  5.8140992021e-14  5.2319597167e-04  6.3717615952e-03
6.9700000000e+00  -3.4895260814e-02  -3.4895260814e-02  -3.4405383970e-02  7.8256845448e-14  4.8987684411e-04  6.3643156019e-03
6.9800000000e+00  -3.5178035054e-02  -3.5178035054e-02  -3.4721763749e-02  9.8226982104e-14  4.5627130495e-04  6.3583034232e-03
6.9900000000e+00  -3.5424714210e-02  -3.5424714210e-02  -3.5002300461e-02  1.1807221867e-13  4.2241374847e-04  6.3535749357e-03
7.0000000000e+00  -3.5635272957e-02  -3.5635272957e-02  -3.5246934329e-02  1.3772316620e-13  3.8833862774e-04  6.3499777401e-03
7.0100000000e+00  -3.5809721446e-02  -3.5809721446e-02  -3.5455641024e-02  1.5716594692e-13  3.5408042164e-04  6.3473577769e-03
7.0200000000e+00  -3.5948105081e-02  -3.5948105081e-02  -3.5628431479e-02  1.7640056083e-13  3.1967360187e-04  6.3455599405e-03
7.0300000000e+00  -3.6050504268e-02  -3.6050504268e-02  -3.5765351668e-02  1.9542700791e-13  2.8515260008e-04  6.3444286910e-03
7.0400000000e+00  -3.6117034122e-02  -3.6117034122e-02  -3.5866482347e-02  2.1419671592e-13  2.5055177500e-04  6.3438086601e-03
7.0500000000e+00  -3.6147844149e-02  -3.6147844149e-02  -3.5931938769e-02  2.3266805149e-13  2.1590537975e-04  6.3435452486e-03
7.0600000000e+00  -3.6143117895e-02  -3.6143117895e-02  -3.5961870365e-02  2.5086183131e-13  1.8124752930e-04  6.3434852149e-03
7.0700000000e+00  -3.6103072561e-02  -3.6103072561e-02  -3.5956460393e-02  2.6877111647e-13  1.4661216806e-04  6.3434772498e-03
7.0800000000e+00  -3.6027958592e-02  -3.6027958592e-02  -3.5915925554e-02  2.8637509031e-13  1.1203303771e-04  6.3433725383e-03
7.0900000000e+00  -3.5918059229e-02  -3.5918059229e-02  -3.5840515584e-02  3.0360436387e-13  7.7543645246e-05  6.3430253041e-03
7.1000000000e+00  -3.5773690039e-02  -3.5773690040e-02  -3.5730512808e-02  3.2051444832e-13  4.3177231336e-05  6.3422933364e-03
7.1100000000e+00  -3.5595198413e-02  -3.5595198414e-02  -3.5586231674e-02  3.3704983249e-13  8.9667389159e-06  6.3410384958e-03
7.1200000000e+00  -3.5382963034e-02  -3.5382963035e-02  -3.5408018252e-02  3.5320357750e-13  2.5055217815e-05  6.3391271993e-03
7.1300000000e+00  -3.5137393322e-02  -3.5137393322e-02  -3.5196249706e-02  3.6896180555e-13  5.8856384057e-05  6.3364308809e-03
